POSTED_BY,UNDER_CONSTRUCTION,PROPERTY_AGE,FURNISHED,APARTMENT_TYPE,FACING,NO._OF_ROOMS,BALCONY,POWER_BACKUP,AREA_IN_SQUARE_FT,READY_TO_MOVE,TRANSACTION_TYPE,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,FACILITIES
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,2,NO,YES,1225.061253,YES,RESALE,"Sector-4 Vaishali,Ghaziabad",28.644695,77.338956,70,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,1,YES,NO,609.5632072,YES,RESALE,"Ghodbunder Road,Lalitpur",24.69028,78.41889,50.1,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,2,NO,NO,1405.481377,YES,RESALE,"Wadala East,Lalitpur",19.014858,72.8662,220,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-EAST,2,NO,NO,1214.285714,YES,RESALE,"Tilak Nagar,Lalitpur",28.6396,77.0884,170,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,3,NO,NO,1459.812553,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,51.4,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,4,NO,YES,3000.107147,YES,RESALE,"E M Bypass,Kolkata",22.54111,88.33778,280,"WATER SUPPLY, LIFT, SWIMMING POOL"
Builder,YES,0-1,YES,RESIDENTIAL,SOUTH-EAST,3,YES,YES,800,YES,RESALE,"Jaganpura,Patna",25.61,85.14139,22.4,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,SOUTH-EAST,2,NO,NO,650.1324344,YES,RESALE,"Attibele,Bangalore",12.7768,77.76887,27,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,3,YES,NO,1590.065874,YES,RESALE,"Bhandup (West),Lalitpur",19.147866,72.932609,210,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,2,YES,YES,699.9941667,YES,RESALE,"Vasant Vihar,Mumbai",19.043732,72.90372,120,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,2,NO,YES,1100.046318,YES,RESALE,"Sector 7 Kharghar,Maharashtra",19.035407,73.065449,95,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,3,NO,YES,1865.20766,YES,RESALE,"Sarjapur Road,Bangalore",12.86,77.786,150,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1846.590909,YES,RESALE,"Thanisandra,Bangalore",13.055985,77.622157,130,"WATER SUPPLY, LIFT"
Owner,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,3,NO,NO,1200,YES,RESALE,"Kharalwadi,Pune",18.623448,73.812348,120,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,2,YES,YES,668.859038,YES,RESALE,"Kapurbawadi,Maharashtra",18.96,72.82,120,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,YES,0-2,YES,RESIDENTIAL,SOUTH-WEST,3,YES,NO,1821.825469,YES,RESALE,"Sector-110 Noida,Noida",28.536585,77.383669,100,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,1,NO,NO,645.1612903,YES,RESALE,"Pen,Raigad",18.75,73.08,22,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,3,NO,NO,1475.216365,YES,RESALE,"Tollygunge,Kolkata",22.5,88.35,75,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1219.700877,YES,RESALE,"Sector-134 Noida,Noida",28.5041,77.381557,47.3,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,2,YES,YES,1218.026797,YES,RESALE,"Bhoganhalli,Bangalore",12.924893,77.700727,110,"WATER SUPPLY, LIFT"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,3,YES,YES,1654.081266,YES,RESALE,"Sector 1 Kopar Khairane,Mumbai",19.1034,73.0084,230,"WATER SUPPLY, LIFT"
Dealer,YES,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,2,NO,YES,600.2000667,YES,RESALE,"Dombivli (East),Maharashtra",19.2167,73.0833,54,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1191.895113,YES,RESALE,"Goregaon (East),Mumbai",19.1615,72.8731,180,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,2,NO,YES,712.0253165,YES,RESALE,"Maheshtala,Kolkata",22.486821,88.233267,27,"WATER SUPPLY, LIFT"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,3,YES,YES,1975.574713,YES,RESALE,"Swaje Farm Sodala,Jaipur",26.904945,75.771012,55,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,1,NO,NO,595.0095969,YES,RESALE,"Sector 5 Ghansoli,Lalitpur",22.575343,88.433715,62,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,3,YES,NO,2500,YES,RESALE,"Breach Candy,Lalitpur",18.972317,72.806327,2550,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-WEST,3,NO,YES,1799.955693,YES,RESALE,"Lower Parel,Maharashtra",18.996305,72.827789,650,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,NORTH-WEST,2,YES,YES,757.2570467,YES,RESALE,"Sodepur,Kolkata",22.69995,88.390833,18,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,3,NO,NO,2119.766826,YES,RESALE,"Kharadi,Pune",18.5438,73.9438,160,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,3,NO,YES,915.0326797,YES,RESALE,"Mohana Mandi,Jaipur",26.54496,75.58396,35,"WATER SUPPLY, LIFT"
Dealer,YES,01-Feb,YES,RESIDENTIAL,NORTH-WEST,3,NO,YES,1450.151057,YES,RESALE,"B T Road,Kolkata",22.54111,88.33778,72,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,3,NO,YES,1995.211492,YES,RESALE,"New Town,Kolkata",22.5922,88.484911,100,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,2,YES,NO,1296.043656,YES,RESALE,"Kankhal,Haridwar",29.892311,78.000723,38,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,3,YES,NO,1448.040886,YES,RESALE,"NH-24 Highway,Ghaziabad",28.66667,77.41667,42.5,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,2,NO,NO,1250,YES,RESALE,"Berlie Street,Bangalore",12.97021,77.56029,85,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,3,YES,YES,1652.892562,YES,RESALE,"Hosur Road,Bangalore",12.752264,77.452739,130,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,2,YES,YES,826.9194072,YES,RESALE,"Bandra Kurla Complex,Maharashtra",19.051052,72.827785,390,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,2,NO,YES,1090.512541,YES,RESALE,"Vijay Park,Lalitpur",19.26941,72.966637,100,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,3,NO,YES,1314.196784,YES,RESALE,"Dombivli (East),Lalitpur",19.2167,73.0833,76,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,3,YES,NO,1840.753425,YES,RESALE,"Sunny Enclave,Mohali",30.664299,76.817624,43,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,2,YES,NO,1000,YES,RESALE,"Pedagantyada,Visakhapatnam",17.6672,83.2051,34,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,1,YES,YES,380.0475059,YES,RESALE,"shroff road,Rajkot",21,77,24,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,1,NO,YES,390.0156006,YES,RESALE,"Sector-9 Shanti Nagar,Lalitpur",12.956863,77.599192,42.5,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-1,YES,RESIDENTIAL,SOUTH-WEST,2,YES,NO,1060.023851,YES,RESALE,"Kanjur Marg (East),Mumbai",19.221571,73.042474,160,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,4,NO,NO,2700.049092,YES,RESALE,"Sector-75 Noida,Noida",28.576117,77.382136,220,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,2,NO,YES,1500.375094,YES,RESALE,"Anand - Sojitra Road,Anand",22.52897,72.716484,20,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,3,YES,YES,1583.113456,YES,RESALE,"Gottigere,Bangalore",12.858535,77.590438,90,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,2,YES,YES,1100,YES,RESALE,"Nandpuri,Jaipur",26.426535,76.587393,49.5,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,2,NO,NO,888.3361464,YES,RESALE,"Samata Nagar,Lalitpur",19.206252,72.962035,100,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,3,NO,YES,1545.064378,YES,RESALE,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,72,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,01-Feb,YES,RESIDENTIAL,NORTH-WEST,3,YES,NO,1500.068185,YES,RESALE,"M C Layout,Bangalore",12.96991,77.59796,110,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,3,YES,NO,1733.501737,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,54.9,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,1,YES,YES,595.1068988,YES,RESALE,"Bhisegaon,Karjat",18.911897,73.318408,27,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,3,NO,NO,2545.008955,YES,RESALE,"Balewadi,Pune",18.097689,74.735239,270,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,1,YES,NO,625,YES,RESALE,"Hiranandani Gardens - Powai,Mumbai",19.124896,72.893503,150,"WATER SUPPLY, LIFT"
Owner,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,3,YES,YES,1666.666667,YES,RESALE,"Brookefield,Bangalore",12.9657,77.7188,100,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,3,YES,NO,1600.134748,YES,RESALE,"Sector-93 B Noida,Noida",28.5216,77.3863,95,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,3,NO,NO,1425.244527,YES,RESALE,"Sector-118 Noida,Noida",28.579845,77.403693,61.2,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1100.025582,YES,RESALE,"Oswal Nagar,Ratnagiri",20.936311,74.779335,43,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,2,YES,YES,1110.905388,YES,RESALE,"Chinar Park,Kolkata",22.623598,88.441186,60,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,3,NO,YES,1205.141939,YES,RESALE,"Abbigere,Bangalore",13.07667,77.525,45,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,2,NO,YES,980.4878049,YES,RESALE,"Ambegaon,Pune",19.11667,73.73333,60.3,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,YES,0-1,YES,RESIDENTIAL,NORTH-EAST,2,YES,YES,1045.031351,YES,RESALE,"Hosa Road,Bangalore",12.863589,77.656426,55,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,1,NO,YES,750,YES,RESALE,"Kolshet Road,Mumbai",19.249861,72.963866,60,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,1,YES,NO,600,YES,RESALE,"Mahamayatala,Kolkata",22.54111,88.33778,19.2,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,YES,0-2,YES,RESIDENTIAL,SOUTH-EAST,3,NO,YES,1367.368797,YES,RESALE,"Swarjpuri Kendui,Gaya",24.758928,85.009156,38.3,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-WEST,2,YES,NO,1336.302895,YES,RESALE,"Sushant Golf City,Lucknow",26.781748,81.006714,48,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,2,NO,NO,660.0660066,YES,RESALE,"9th Phase JP Nagar,Bangalore",35.37387,132.764401,30,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,2,YES,YES,1200,YES,RESALE,"Mansarovar Extension,Jaipur",26.8626,75.7633,40.8,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,1,NO,NO,635.1039261,YES,RESALE,"Sector-4A Bahadurgarh,Bahadurgarh",29.890963,73.870092,16.5,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,2,YES,NO,1120,YES,RESALE,"Khodiyar Nagar,Vadodara",22.239999,73.074686,35,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,2,NO,NO,1000,YES,RESALE,"Bhawanipore,Kolkata",22.54111,88.33778,110,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,2,YES,NO,1139.817629,YES,RESALE,"Eroor,Kochi",9.965402,76.33268,45,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,2,YES,NO,882.6666667,YES,RESALE,"Noida Extension,Noida",28.579004,77.431173,33.1,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,3,NO,NO,1510.067114,YES,RESALE,"Falnir,Mangalore",12.87028,74.88056,63,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-1,YES,RESIDENTIAL,NORTH-WEST,3,YES,YES,2666.666667,YES,RESALE,"Vijay Nagar,Indore",22.759741,75.889532,200,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,4,YES,YES,1500.214316,YES,RESALE,"Mansarovar Extension,Jaipur",26.8626,75.7633,35,"WATER SUPPLY, LIFT"
Dealer,YES,0-2,YES,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1079.913607,YES,RESALE,"New Town,Kolkata",22.5922,88.484911,75,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,2,NO,YES,1095.156972,YES,RESALE,"Centre Noida,Noida",28.584466,77.314369,45,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-2,YES,RESIDENTIAL,SOUTH-WEST,1,YES,NO,462.7862595,YES,RESALE,"kavesar,Mumbai",18.96667,72.83333,87.3,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,5,YES,YES,2420.135528,YES,RESALE,"Sector-61 Noida,Noida",28.5942,77.3675,150,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,3,NO,NO,1290.033595,YES,RESALE,"Moshi,Pune",18.669919,73.853723,57.6,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,2,YES,YES,1100.141044,YES,RESALE,"Prabandh Nagar,Lucknow",26.931233,80.895237,39,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1845.31886,YES,RESALE,"Sector-78 Noida,Noida",28.560719,77.386208,81.6,"WATER SUPPLY, LIFT"
Owner,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1320.132013,YES,RESALE,"Sarjapur Road,Bangalore",12.86,77.786,80,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-WEST,3,YES,NO,1577.608142,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,55.8,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,2,NO,NO,887.2327211,YES,RESALE,"Balkum,Mumbai",19.222101,72.988231,100,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,NORTH-WEST,2,NO,YES,540,YES,RESALE,"Hinjewadi,Pune",18.5853,73.7413,27,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-WEST,3,YES,NO,1712.817585,YES,RESALE,"sector-121 Noida,Noida",28.602325,77.401994,120,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,3,NO,YES,1961.1891,YES,RESALE,"Udayampalayam,Coimbatore",11.009305,76.996081,95,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,2,NO,YES,968.6793671,YES,RESALE,"Mandi Sayeed Khan, Near Sanjay Place,Agra",27.18,78.02,30,"WATER SUPPLY, LIFT"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,1,YES,NO,450.0450045,YES,RESALE,"CV Raman Nagar,Bangalore",12.98556,77.66389,35,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,2,YES,NO,882.9300196,YES,RESALE,"Dabha,Nagpur",21.167876,79.006178,27,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,3,YES,YES,1725.412867,YES,RESALE,"Sector-84 Gurgaon,Gurgaon",28.408144,76.963756,70,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,2,YES,NO,918.0474698,YES,RESALE,"Periyapanicheri,Chennai",13.09,80.27,41,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-1,YES,RESIDENTIAL,NORTH-WEST,3,NO,NO,1157.105606,YES,RESALE,"Sarjapur Road,Bangalore",12.86,77.786,71,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,1,YES,YES,599.6641881,YES,RESALE,"Chakan,Pune",18.744775,73.823649,25,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,3,NO,YES,1110.49417,YES,RESALE,"Mahawadiya,Bhopal",23.11702,77.39529,20,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-2,YES,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1030.972121,YES,RESALE,"Kanjur marg (west),Mumbai",19.221571,73.042474,240,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,2,YES,YES,1100.009167,YES,RESALE,"3rd Block Jayanagar,Bangalore",12.925,77.595,120,"WATER SUPPLY, LIFT"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,2,YES,YES,750.0506791,YES,RESALE,"Yerwada,Pune",18.559756,73.882438,37,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,3,YES,NO,2531.64557,YES,RESALE,"Kodbisanhalli,Bangalore",12.96991,77.59796,210,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,1,YES,YES,520,YES,RESALE,"Kamothe,Lalitpur",19.0168,73.09646,39,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-WEST,2,YES,NO,1045.279612,YES,RESALE,"Seven Bunglow,Maharashtra",18.537563,73.900063,220,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,4,YES,YES,2577.082375,YES,RESALE,"Chembur,Lalitpur",19.05871,72.89969,560,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-2,YES,RESIDENTIAL,SOUTH-WEST,3,YES,NO,2100.179695,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,93.5,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,3,NO,YES,1527.973672,YES,RESALE,"Sector-168 Noida,Noida",28.494868,77.410298,65,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,1,NO,YES,600,YES,RESALE,"Sector-8A Airoli,Lalitpur",23.687594,86.156601,75,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,3,NO,NO,1358.818734,YES,RESALE,"Dahisar (East),Maharashtra",19.256471,72.868815,150,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,2,NO,NO,810.0272851,YES,RESALE,"Louis Wadi,Lalitpur",24.69028,78.41889,95,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-WEST,2,NO,NO,1150,YES,RESALE,"Ahinsa Khand 1,Ghaziabad",28.9196,76.8972,46,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,3,YES,YES,1635.444544,YES,RESALE,"Crossing Republik,Ghaziabad",28.629811,77.434197,55,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,4,YES,YES,2699.859748,YES,RESALE,"Sector 48 Faridabad,Faridabad",28.404684,77.287122,77,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1161.350263,YES,RESALE,"Model Colony,Pune",30.131866,77.296756,150,"WATER SUPPLY, LIFT"
Dealer,YES,0-2,YES,RESIDENTIAL,NORTH-EAST,1,YES,NO,454.0117417,YES,RESALE,"Majiwada,Mumbai",19.218498,72.992114,58,"WATER SUPPLY, LIFT"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,2,NO,NO,1150.202977,YES,RESALE,"Sector-75 Noida,Noida",28.576117,77.382136,51,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1657.824934,YES,RESALE,"Mahadevpura,Bangalore",12.934997,77.615857,150,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,4,NO,NO,1940.352138,YES,RESALE,"Crossing Republik,Ghaziabad",28.629811,77.434197,54,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-1,YES,RESIDENTIAL,SOUTH-WEST,2,NO,YES,701.0515774,YES,RESALE,"New Barrakpur,Kolkata",22.680731,88.442807,14,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,1,YES,NO,720.0338839,YES,RESALE,"Ganesh Mala,Pune",18.52361,73.84778,68,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
